ranking,EDV,EDM
3332,0.2,35265.10903
3333,0.2,35212.9935
3334,0.2,35160.8936
3335,0.2,35108.80933
3336,0.2,35056.74068
3337,0.2,35004.68763
3338,0.2,34952.65017
3339,0.2,34900.62831
3340,0.2,34848.62202
3341,0.2,34796.6313
3342,0.2,34744.65614
3343,0.2,34692.69653
3344,0.2,34640.75246
3345,0.2,34588.82392
3346,0.2,34536.9109
3347,0.2,34485.01339
3348,0.2,34433.13139
3349,0.2,34381.26488
3350,0.2,34329.41386
3351,0.2,34277.57831
3352,0.2,34225.75823
3353,0.2,34173.95361
3354,0.2,34122.16443
3355,0.2,34070.39069
3356,0.2,34018.63239
3357,0.2,33966.8895
3358,0.2,33915.16202
3359,0.2,33863.44995
3360,0.2,33811.75327
3361,0.2,33760.07197
3362,0.2,33708.40605
3363,0.2,33656.75549
3364,0.2,33605.12029
3365,0.2,33553.50043
3366,0.2,33501.89592
3367,0.2,33450.30673
3368,0.2,33398.73286
3369,0.2,33347.1743
3370,0.2,33295.63105
3371,0.2,33244.10308
3372,0.2,33192.5904
3373,0.2,33141.093
3374,0.2,33089.61086
3375,0.2,33038.14397
3376,0.1,32986.69233
3377,0.1,32935.25593
3378,0.1,32883.83476
3379,0.1,32832.42881
3380,0.1,32781.03808
3381,0.1,32729.66254
3382,0.1,32678.3022
3383,0.1,32626.95704
3384,0.1,32575.62705
3385,0.1,32524.31223
3386,0.1,32473.01257
3387,0.1,32421.72806
3388,0.1,32370.45869
3389,0.1,32319.20445
3390,0.1,32267.96532
3391,0.1,32216.74132
3392,0.1,32165.53241
3393,0.1,32114.3386
3394,0.1,32063.15988
3395,0.1,32011.99623
3396,0.1,31960.84765
3397,0.1,31909.71413
3398,0.1,31858.59566
3399,0.1,31807.49223
3400,0.1,31756.40384
3401,0.1,31705.33046
3402,0.1,31654.27211
3403,0.1,31603.22876
3404,0.1,31552.2004
3405,0.1,31501.18704
3406,0.1,31450.18865
3407,0.1,31399.20524
3408,0.1,31348.23679
3409,0.1,31297.28329
3410,0.1,31246.34473
3411,0.1,31195.42111
3412,0.1,31144.51242
3413,0.1,31093.61865
3414,0.1,31042.73978
3415,0.1,30991.87582
3416,0.1,30941.02675
3417,0.1,30890.19256
3418,0.1,30839.37325
3419,0.1,30788.5688
3420,0.1,30737.77921
3421,0.1,30687.00447
3422,0.1,30636.24457
3423,0.1,30585.4995
3424,0.1,30534.76926
3425,0.1,30484.05382
3426,0.1,30433.35319
3427,0.1,30382.66736
3428,0.1,30331.99632
3429,0.1,30281.34006
3430,0.1,30230.69856
3431,0.1,30180.07183
3432,0.1,30129.45985
3433,0.1,30078.86262
3434,0.1,30028.28012
3435,0.1,29977.71236
3436,0.1,29927.15931
3437,0.1,29876.62097
3438,0.1,29826.09733
3439,0.1,29775.58839
3440,0.1,29725.09413
3441,0.1,29674.61455
3442,0.1,29624.14963
3443,0.1,29573.69938
3444,0.1,29523.26378
3445,0.1,29472.84281
3446,0.1,29422.43649
3447,0.1,29372.04479
3448,0.1,29321.6677
3449,0.1,29271.30522
3450,0.1,29220.95735
3451,0.1,29170.62406
3452,0.1,29120.30536
3453,0.1,29070.00123
3454,0.1,29019.71167
3455,0.1,28969.43667
3456,0.1,28919.17621
3457,0.1,28868.9303
3458,0.1,28818.69892
3459,0.1,28768.48206
3460,0.1,28718.27972
3461,0.1,28668.09188
3462,0.1,28617.91855
3463,0.1,28567.7597
3464,0.1,28517.61534
3465,0.1,28467.48545
3466,0.1,28417.37002
3467,0.1,28367.26906
3468,0.1,28317.18254
3469,0.1,28267.11046
3470,0.1,28217.05282
3471,0.1,28167.0096
3472,0.1,28116.98079
3473,0.1,28066.96639
3474,0.1,28016.96639
3475,0.1,27966.98078
3476,0.1,27917.00955
3477,0.1,27867.0527
3478,0.1,27817.11021
3479,0.1,27767.18208
3480,0.1,27717.2683
3481,0.1,27667.36886
3482,0.1,27617.48375
3483,0.1,27567.61297
3484,0.1,27517.7565
3485,0.1,27467.91434
3486,0.1,27418.08649
3487,0.1,27368.27292
3488,0.1,27318.47364
3489,0.1,27268.68863
3490,0.1,27218.91789
3491,0.1,27169.1614
3492,0.1,27119.41917
3493,0.1,27069.69118
3494,0.1,27019.97743
3495,0.1,26970.2779
3496,0.1,26920.59259
3497,0.1,26870.92149
3498,0.1,26821.26459
3499,0.1,26771.62189
3500,0.1,26721.99337
3501,0.1,26672.37903
3502,0.1,26622.77886
3503,0.1,26573.19285
3504,0.1,26523.62099
3505,0.1,26474.06328
3506,0.1,26424.5197
3507,0.1,26374.99026
3508,0.1,26325.47493
3509,0.1,26275.97372
3510,0.1,26226.48661
3511,0.1,26177.0136
3512,0.1,26127.55468
3513,0.1,26078.10984
3514,0.1,26028.67908
3515,0.1,25979.26237
3516,0.1,25929.85973
3517,0.1,25880.47113
3518,0.1,25831.09657
3519,0.1,25781.73605
3520,0.1,25732.38955
3521,0.1,25683.05707
3522,0.1,25633.7386
3523,0.1,25584.43413
3524,0.1,25535.14365
3525,0.1,25485.86715
3526,0.1,25436.60464
3527,0.1,25387.35609
3528,0.1,25338.12151
3529,0.1,25288.90087
3530,0.1,25239.69419
3531,0.1,25190.50144
3532,0.1,25141.32262
3533,0.1,25092.15772
3534,0.1,25043.00674
3535,0.1,24993.86966
3536,0.1,24944.74648
3537,0.1,24895.63719
3538,0.1,24846.54178
3539,0.1,24797.46025
3540,0.1,24748.39259
3541,0.1,24699.33878
3542,0.1,24650.29882
3543,0.1,24601.27271
3544,0.1,24552.26044
3545,0.1,24503.26199
3546,0.1,24454.27736
3547,0.1,24405.30654
3548,0.1,24356.34953
3549,0.1,24307.40631
3550,0.1,24258.47689
3551,0.1,24209.56124
3552,0.1,24160.65937
3553,0.1,24111.77126
3554,0.1,24062.89691
3555,0.1,24014.03631
3556,0.1,23965.18945
3557,0.1,23916.35633
3558,0.1,23867.53694
3559,0.1,23818.73126
3560,0.1,23769.93929
3561,0.1,23721.16103
3562,0.1,23672.39647
3563,0.1,23623.64559
3564,0.1,23574.90839
3565,0.1,23526.18487
3566,0.1,23477.47501
3567,0.1,23428.77881
3568,0.1,23380.09626
3569,0.1,23331.42735
3570,0.1,23282.77207
3571,0.1,23234.13043
3572,0.1,23185.5024
3573,0.1,23136.88798
3574,0.1,23088.28717
3575,0.1,23039.69996
3576,0.1,22991.12633
3577,0.1,22942.56628
3578,0.1,22894.01981
3579,0.1,22845.48691
3580,0.1,22796.96756
3581,0.1,22748.46177
3582,0.1,22699.96951
3583,0.1,22651.4908
3584,0.1,22603.02561
3585,0.1,22554.57394
3586,0.1,22506.13579
3587,0.1,22457.71114
3588,0.1,22409.29999
3589,0.1,22360.90233
3590,0.1,22312.51815
3591,0.1,22264.14745
3592,0.1,22215.79022
3593,0.1,22167.44645
3594,0.1,22119.11613
3595,0.1,22070.79926
3596,0.1,22022.49582
3597,0.1,21974.20582
3598,0.1,21925.92923
3599,0.1,21877.66607
3600,0.1,21829.41631
3601,0.1,21781.17996
3602,0.1,21732.95699
3603,0.1,21684.74742
3604,0.1,21636.55122
3605,0.1,21588.36839
3606,0.1,21540.19893
3607,0.1,21492.04282
3608,0.1,21443.90006
3609,0.1,21395.77064
3610,0.1,21347.65456
3611,0.1,21299.5518
3612,0.1,21251.46237
3613,0.1,21203.38624
3614,0.1,21155.32342
3615,0.1,21107.2739
3616,0.1,21059.23767
3617,0.1,21011.21472
3618,0.1,20963.20504
3619,0.1,20915.20863
3620,0.1,20867.22549
3621,0.1,20819.25559
3622,0.1,20771.29894
3623,0.1,20723.35553
3624,0.1,20675.42536
3625,0,20627.5084
3626,0,20579.60466
3627,0,20531.71414
3628,0,20483.83681
3629,0,20435.97268
3630,0,20388.12173
3631,0,20340.28397
3632,0,20292.45938
3633,0,20244.64795
3634,0,20196.84969
3635,0,20149.06457
3636,0,20101.2926
3637,0,20053.53377
3638,0,20005.78806
3639,0,19958.05548
3640,0,19910.33601
3641,0,19862.62965
3642,0,19814.93639
3643,0,19767.25623
3644,0,19719.58915
3645,0,19671.93515
3646,0,19624.29422
3647,0,19576.66636
3648,0,19529.05156
3649,0,19481.4498
3650,0,19433.86109
3651,0,19386.28542
3652,0,19338.72277
3653,0,19291.17315
3654,0,19243.63654
3655,0,19196.11294
3656,0,19148.60234
3657,0,19101.10473
3658,0,19053.62011
3659,0,19006.14847
3660,0,18958.6898
3661,0,18911.24409
3662,0,18863.81134
3663,0,18816.39155
3664,0,18768.9847
3665,0,18721.59078
3666,0,18674.2098
3667,0,18626.84174
3668,0,18579.48659
3669,0,18532.14435
3670,0,18484.81501
3671,0,18437.49857
3672,0,18390.19502
3673,0,18342.90434
3674,0,18295.62654
3675,0,18248.36161
3676,0,18201.10953
3677,0,18153.87031
3678,0,18106.64393
3679,0,18059.43039
3680,0,18012.22969
3681,0,17965.04181
3682,0,17917.86674
3683,0,17870.70449
3684,0,17823.55504
3685,0,17776.41838
3686,0,17729.29452
3687,0,17682.18344
3688,0,17635.08513
3689,0,17587.99959
3690,0,17540.92682
3691,0,17493.8668
3692,0,17446.81953
3693,0,17399.785
3694,0,17352.76321
3695,0,17305.75414
3696,0,17258.75779
3697,0,17211.77416
3698,0,17164.80323
3699,0,17117.845
3700,0,17070.89947
3701,0,17023.96662
3702,0,16977.04646
3703,0,16930.13896
3704,0,16883.24413
3705,0,16836.36196
3706,0,16789.49244
3707,0,16742.63557
3708,0,16695.79133
3709,0,16648.95973
3710,0,16602.14075
3711,0,16555.33439
3712,0,16508.54064
3713,0,16461.7595
3714,0,16414.99095
3715,0,16368.23499
3716,0,16321.49162
3717,0,16274.76082
3718,0,16228.0426
3719,0,16181.33694
3720,0,16134.64383
3721,0,16087.96328
3722,0,16041.29527
3723,0,15994.6398
3724,0,15947.99685
3725,0,15901.36643
3726,0,15854.74853
3727,0,15808.14313
3728,0,15761.55024
3729,0,15714.96985
3730,0,15668.40194
3731,0,15621.84652
3732,0,15575.30358
3733,0,15528.7731
3734,0,15482.25509
3735,0,15435.74953
3736,0,15389.25642
3737,0,15342.77576
3738,0,15296.30753
3739,0,15249.85173
3740,0,15203.40836
3741,0,15156.9774
3742,0,15110.55885
3743,0,15064.1527
3744,0,15017.75896
3745,0,14971.3776
3746,0,14925.00862
3747,0,14878.65202
3748,0,14832.30779
3749,0,14785.97592
3750,0,14739.65641
3751,0,14693.34925
3752,0,14647.05444
3753,0,14600.77196
3754,0,14554.50181
3755,0,14508.24399
3756,0,14461.99848
3757,0,14415.76528
3758,0,14369.54439
3759,0,14323.3358
3760,0,14277.1395
3761,0,14230.95548
3762,0,14184.78374
3763,0,14138.62427
3764,0,14092.47707
3765,0,14046.34212
3766,0,14000.21943
3767,0,13954.10898
3768,0,13908.01077
3769,0,13861.92479
3770,0,13815.85104
3771,0,13769.78951
3772,0,13723.7402
3773,0,13677.70309
3774,0,13631.67817
3775,0,13585.66546
3776,0,13539.66493
3777,0,13493.67658
3778,0,13447.7004
3779,0,13401.7364
3780,0,13355.78455
3781,0,13309.84486
3782,0,13263.91732
3783,0,13218.00192
3784,0,13172.09865
3785,0,13126.20752
3786,0,13080.3285
3787,0,13034.46161
3788,0,12988.60682
3789,0,12942.76414
3790,0,12896.93356
3791,0,12851.11506
3792,0,12805.30865
3793,0,12759.51432
3794,0,12713.73206
3795,0,12667.96187
3796,0,12622.20373
3797,0,12576.45765
3798,0,12530.72362
3799,0,12485.00162
3800,0,12439.29166
3801,0,12393.59372
3802,0,12347.90781
3803,0,12302.23391
3804,0,12256.57202
3805,0,12210.92213
3806,0,12165.28424
3807,0,12119.65834
3808,0,12074.04442
3809,0,12028.44247
3810,0,11982.8525
3811,0,11937.27449
3812,0,11891.70844
3813,0,11846.15434
3814,0,11800.61219
3815,0,11755.08197
3816,0,11709.56369
3817,0,11664.05734
3818,0,11618.56291
3819,0,11573.08039
3820,0,11527.60977
3821,0,11482.15106
3822,0,11436.70425
3823,0,11391.26933
3824,0,11345.84628
3825,0,11300.43512
3826,0,11255.03582
3827,0,11209.64839
3828,0,11164.27282
3829,0,11118.9091
3830,0,11073.55723
3831,0,11028.21719
3832,0,10982.88899
3833,0,10937.57262
3834,0,10892.26807
3835,0,10846.97533
3836,0,10801.6944
3837,0,10756.42528
3838,0,10711.16795
3839,0,10665.92241
3840,0,10620.68865
3841,0,10575.46668
3842,0,10530.25647
3843,0,10485.05803
3844,0,10439.87135
3845,0,10394.69643
3846,0,10349.53325
3847,0,10304.38181
3848,0,10259.24211
3849,0,10214.11414
3850,0,10168.99789
3851,0,10123.89336
3852,0,10078.80054
3853,0,10033.71942
3854,0,9988.650004
3855,0,9943.592279
3856,0,9898.546241
3857,0,9853.511883
3858,0,9808.4892
3859,0,9763.478185
3860,0,9718.478832
3861,0,9673.491136
3862,0,9628.51509
3863,0,9583.550689
3864,0,9538.597926
3865,0,9493.656795
3866,0,9448.72729
3867,0,9403.809405
3868,0,9358.903135
3869,0,9314.008472
3870,0,9269.125412
3871,0,9224.253948
3872,0,9179.394075
3873,0,9134.545785
3874,0,9089.709074
3875,0,9044.883935
3876,0,9000.070362
3877,0,8955.26835
3878,0,8910.477892
3879,0,8865.698982
3880,0,8820.931615
3881,0,8776.175785
3882,0,8731.431484
3883,0,8686.698709
3884,0,8641.977452
3885,0,8597.267708
3886,0,8552.569471
3887,0,8507.882734
3888,0,8463.207493
3889,0,8418.543741
3890,0,8373.891471
3891,0,8329.250679
3892,0,8284.621359
3893,0,8240.003504
3894,0,8195.397108
3895,0,8150.802166
3896,0,8106.218672
3897,0,8061.64662
3898,0,8017.086004
3899,0,7972.536818
3900,0,7927.999057
3901,0,7883.472714
3902,0,7838.957784
3903,0,7794.45426
3904,0,7749.962137
3905,0,7705.48141
3906,0,7661.012071
3907,0,7616.554116
3908,0,7572.107539
3909,0,7527.672333
3910,0,7483.248494
3911,0,7438.836014
3912,0,7394.434889
3913,0,7350.045113
3914,0,7305.666679
3915,0,7261.299582
3916,0,7216.943816
3917,0,7172.599376
3918,0,7128.266255
3919,0,7083.944448
3920,0,7039.633949
3921,0,6995.334752
3922,0,6951.046852
3923,0,6906.770242
3924,0,6862.504917
3925,0,6818.250872
3926,0,6774.0081
3927,0,6729.776596
3928,0,6685.556354
3929,0,6641.347368
3930,0,6597.149633
3931,0,6552.963142
3932,0,6508.787891
3933,0,6464.623873
3934,0,6420.471083
3935,0,6376.329514
3936,0,6332.199162
3937,0,6288.08002
3938,0,6243.972084
3939,0,6199.875346
3940,0,6155.789802
3941,0,6111.715446
3942,0,6067.652272
3943,0,6023.600274
3944,0,5979.559447
3945,0,5935.529785
3946,0,5891.511283
3947,0,5847.503934
3948,0,5803.507734
3949,0,5759.522676
3950,0,5715.548755
3951,0,5671.585965
3952,0,5627.634301
3953,0,5583.693757
3954,0,5539.764327
3955,0,5495.846006
3956,0,5451.938788
3957,0,5408.042667
3958,0,5364.157639
3959,0,5320.283696
3960,0,5276.420835
3961,0,5232.569048
3962,0,5188.728331
3963,0,5144.898678
3964,0,5101.080083
3965,0,5057.272541
3966,0,5013.476046
3967,0,4969.690592
3968,0,4925.916175
3969,0,4882.152788
3970,0,4838.400426
3971,0,4794.659083
3972,0,4750.928754
3973,0,4707.209434
3974,0,4663.501116
3975,0,4619.803795
3976,0,4576.117466
3977,0,4532.442124
3978,0,4488.777761
3979,0,4445.124374
3980,0,4401.481956
3981,0,4357.850503
3982,0,4314.230008
3983,0,4270.620466
3984,0,4227.021871
3985,0,4183.434219
3986,0,4139.857503
3987,0,4096.291719
3988,0,4052.736859
3989,0,4009.19292
3990,0,3965.659896
3991,0,3922.137781
3992,0,3878.626569
3993,0,3835.126256
3994,0,3791.636835
3995,0,3748.158302
3996,0,3704.690651
3997,0,3661.233876
3998,0,3617.787972
3999,0,3574.352934
4000,0,3530.928755
4001,0,3487.515432
4002,0,3444.112957
4003,0,3400.721327
4004,0,3357.340535
4005,0,3313.970576
4006,0,3270.611444
4007,0,3227.263135
4008,0,3183.925643
4009,0,3140.598962
4010,0,3097.283087
4011,0,3053.978012
4012,0,3010.683733
4013,0,2967.400244
4014,0,2924.127539
4015,0,2880.865613
4016,0,2837.614461
4017,0,2794.374078
4018,0,2751.144457
4019,0,2707.925594
4020,0,2664.717483
4021,0,2621.52012
4022,0,2578.333497
4023,0,2535.157612
4024,0,2491.992457
4025,0,2448.838027
4026,0,2405.694318
4027,0,2362.561324
4028,0,2319.43904
4029,0,2276.327459
4030,0,2233.226578
4031,0,2190.136391
4032,0,2147.056891
4033,0,2103.988075
4034,0,2060.929937
4035,0,2017.882471
4036,0,1974.845673
4037,0,1931.819536
4038,0,1888.804056
4039,0,1845.799227
4040,0,1802.805044
4041,0,1759.821502
4042,0,1716.848596
4043,0,1673.88632
4044,0,1630.934669
4045,0,1587.993638
4046,0,1545.063221
4047,0,1502.143414
4048,0,1459.23421
4049,0,1416.335606
4050,0,1373.447595
4051,0,1330.570172
4052,0,1287.703332
4053,0,1244.84707
4054,0,1202.001381
4055,0,1159.16626
4056,0,1116.3417
4057,0,1073.527698
4058,0,1030.724247
4059,0,987.931343
4060,0,945.1489804
4061,0,902.3771541
4062,0,859.6158588
4063,0,816.8650893
4064,0,774.1248406
4065,0,731.3951073
4066,0,688.6758843
4067,0,645.9671666
4068,0,603.2689488
4069,0,560.5812258
4070,0,517.9039925
4071,0,475.2372437
4072,0,432.5809743
4073,0,389.9351792
4074,0,347.2998531
4075,0,304.6749909
4076,0,262.0605875
4077,0,219.4566379
4078,0,176.8631367
4079,0,134.280079
4080,0,91.70745962
4081,0,49.1452734
4082,0,6.593515252
4083,0,0
4084,0,0
4085,0,0
4086,0,0
4087,0,0
4088,0,0
4089,0,0
4090,0,0
4091,0,0
4092,0,0
4093,0,0
4094,0,0
4095,0,0
4096,0,0
4097,0,0
4098,0,0
4099,0,0
4100,0,0
4101,0,0
4102,0,0
4103,0,0
4104,0,0
4105,0,0
4106,0,0
4107,0,0
4108,0,0
4109,0,0
4110,0,0
4111,0,0
4112,0,0
4113,0,0
4114,0,0
4115,0,0
4116,0,0
4117,0,0
4118,0,0
4119,0,0
4120,0,0
4121,0,0
4122,0,0
4123,0,0
4124,0,0
4125,0,0
4126,0,0
4127,0,0
4128,0,0
4129,0,0
4130,0,0
4131,0,0
4132,0,0
4133,0,0
4134,0,0
4135,0,0
4136,0,0
4137,0,0
4138,0,0
4139,0,0
4140,0,0
4141,0,0
4142,0,0
4143,0,0
4144,0,0
4145,0,0
4146,0,0
4147,0,0
4148,0,0
4149,0,0
4150,0,0
4151,0,0
4152,0,0
4153,0,0
4154,0,0
4155,0,0
4156,0,0
4157,0,0
4158,0,0
4159,0,0
4160,0,0
4161,0,0
4162,0,0
4163,0,0
4164,0,0
4165,0,0
4166,0,0
4167,0,0
4168,0,0
4169,0,0
4170,0,0
4171,0,0
4172,0,0
4173,0,0
4174,0,0
4175,0,0
4176,0,0
4177,0,0
4178,0,0
4179,0,0
4180,0,0
4181,0,0
4182,0,0
4183,0,0
4184,0,0
4185,0,0
4186,0,0
4187,0,0
4188,0,0
4189,0,0
4190,0,0
4191,0,0
4192,0,0
4193,0,0
4194,0,0
4195,0,0
4196,0,0
4197,0,0
4198,0,0
4199,0,0
4200,0,0
4201,0,0
4202,0,0
4203,0,0
4204,0,0
4205,0,0
4206,0,0
4207,0,0
4208,0,0
4209,0,0
4210,0,0
4211,0,0
4212,0,0
4213,0,0
4214,0,0
4215,0,0
4216,0,0
4217,0,0
4218,0,0
4219,0,0
4220,0,0
4221,0,0
4222,0,0
4223,0,0
4224,0,0
4225,0,0
4226,0,0
4227,0,0
4228,0,0
4229,0,0
4230,0,0
4231,0,0
4232,0,0
4233,0,0
4234,0,0
4235,0,0
4236,0,0
4237,0,0
4238,0,0
4239,0,0
4240,0,0
4241,0,0
4242,0,0
4243,0,0
4244,0,0
4245,0,0
4246,0,0
4247,0,0
4248,0,0
4249,0,0
4250,0,0
4251,0,0
4252,0,0
4253,0,0
4254,0,0
4255,0,0
4256,0,0
4257,0,0
4258,0,0
4259,0,0
4260,0,0
